# E MATRIX
1.50, 	1.10, 	0.30, 	0.10, 	0.00, 	0.00, 	0.00
0.00, 	7.00, 	3.60, 	0.90, 	0.10, 	0.00, 	0.00
0.00, 	0.00, 	17.70, 	3.70, 	0.80, 	0.10, 	0.00
0.00, 	0.30, 	1.20, 	15.70, 	3.30, 	0.30, 	0.10
0.00, 	0.10, 	0.60, 	2.10, 	5.70, 	0.90, 	0.00
0.00, 	0.10, 	0.20, 	0.40, 	0.60, 	1.20, 	0.00
0.00, 	0.00, 	0.00, 	0.00, 	0.20, 	0.00, 	0.10
